Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,,,,,,,,,,,,,,,,
0,P Dzhaparov,APPLICATION OF CLOUD COMPUTING IN BANKING,2019,Proceedings of the International scientific and …,science.uard.bg,http://science.uard.bg/index.php/regions/article/view/639,,294,2021-08-07 17:02:08,,,,,,,,,0,0,0,1,2,"… Всяка ИТ инфраструктура има своите слабости и запазването на традиционната мейнфрейм архитектура не гарантира по-високо ниво на защита в … Първо, поради нуждата от периодична модернизация и ъпгрейдване на тези системи, в опит да се отговори на …"
2,"ГГ Головенчик, Ю Ван",Цифровая трансформация промышленности Китая: опыт для ЕАЭС,2020,,elib.bsu.by,https://elib.bsu.by/handle/123456789/251593,https://scholar.google.com/scholar?cites=11781272698264546831&as_sdt=2005&sciodt=2007&hl=en,295,2021-08-07 17:02:08,,,,,,,,,2,2,1,2,1,"… Ускоряющаяся цифровая модернизация промышленной структуры, расши- ряющиеся возможности по использованию цифровых инноваций жизненно важны для перехода к принципиально новому экономическому развитию, кото- рое называют четвертой …"
0,"ЮА Степанов, ИИ Жабина…",Автоматизированная технология Гидрометцентра России для оперативной обработки информации в высокопроизводительной кластерной …,2019,…,lib-hmc.meteocom.ru,"http://lib-hmc.meteocom.ru/download/Hydrometeorological%20Research%20and%20Forecasting,%20vol.%204%20(374),%20pub.%2015.pdf",,296,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,3,2,Page 1. 90 лет Гидрометцентру России 257 Гидрометеорологические исследования и прогнозы. 2019. № 4 (374). С. 257-285 УДК 551.5 Автоматизированная технология Гидрометцентра России для оперативной …
3,"ЮГ Швецов, НВ Сунцова, ВГ Корешков",Что произойдет с коммерческими банками в цифровой экономике?,2019,Вестник НГУЭУ,cyberleninka.ru,https://cyberleninka.ru/article/n/chto-proizoydet-s-kommercheskimi-bankami-v-tsifrovoy-ekonomike,https://scholar.google.com/scholar?cites=11587640417438754954&as_sdt=2005&sciodt=2007&hl=en,297,2021-08-07 17:02:08,HTML,,,,,,,,3,1.5,1,3,2,В статье рассматриваются объективные процессы изменения содержания банковской деятельности в эпоху широкого распространения цифровых технологий во всех сферах институциональных структурах общества. Раскрывается сущность новых видов банковских …
0,А Коршунов,История взлёта и падения OS/2–одной из самых интересных операционных систем,2005,Системный администратор,elibrary.ru,https://elibrary.ru/item.asp?id=20396055,,298,2021-08-07 17:02:08,,,,,,,,,0,0,0,1,16,"… более мощные функции рисования в своем графическом программном интерфейсе (Graphics Programming Interface, GPI) – наследие мейнфреймов … Microsoft делить прибыль от продаж операционной системы с IBM, основной процесс по модернизации OS/2 …"
0,ЮЮ Сомова,Инженерная графика с использованием компьютерных технологий,,nst71.ru,,http://nst71.ru/Ucheba/%D0%98%D0%93%20%D1%81%20%D0%9A%D0%A2%20%D0%9A%D1%83%D1%80%D1%81%20%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D0%B9%20%D0%B4%D0%BB%D1%8F%20%D1%81%D0%B0%D0%B9%D1%82%D0%B0.pdf,,299,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,,Page 1. 1 Министерство образования Тульской области Государственное образовательное учреждение среднего профессионального образования «Новомосковский строительный техникум» Автор-составитель …
0,АС Васильев,Разработка метода оптимизации маршрутизации в высоконагруженных сетях,2020,,elib.sfu-kras.ru,http://elib.sfu-kras.ru/bitstream/handle/2311/136496/md_vasilev_as_ki18-01-5m.pdf?sequence=1,,300,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,1,"… каждым днем. Растет предприятие, растет и нагрузка на сеть. Так же, достаточно часто, возникает потребность модернизации сетей. К тому же сами протоколы динамической маршрутизации создают нагрузку на сеть служебным трафиком …"
0,"EG Pringsheim, D pflanzliche Bewegungsvermögen",Идеология гибридизации оптической спектроскопии и хромато-ауксанометрии/хромато-масс-ауксанометрии в фенологическом вегетационном …,,files.au-1.osf.io,,https://files.au-1.osf.io/v1/resources/ra4su/providers/osfstorage/5f6738a546080900551b3b25?action=download&direct&version=1,,301,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,2,,"… ""модернизация"" или ""реконструкция"" ранних ауксанометрических аппаратов (напр., “Ауксанометр КТП” Лаборатории экспериментальной ботаники … дальнейшей математической обработки при параллельной классификации результатов на мэйнфреймах [131, 132 …"
19,ГБ Клейнер,Интеллектуальная экономика цифрового века,2020,Экономика и математические методы,kleiner.ru,https://kleiner.ru/wp-content/uploads/2020/04/emm-1-2020.pdf,https://scholar.google.com/scholar?cites=17347115609563272119&as_sdt=2005&sciodt=2007&hl=en,302,2021-08-07 17:02:08,PDF,,,,,,,,19,19,19,1,1,"… Электромеханические релейные компьютеры 2 Создание средств электронно- вычислительной техники Мейнфреймы, рабочие станции, мини-ЭВМ, персональные компьютеры, специализированные компьютеры 3 Создание смартфонов …"
5,"АС Лихварев, НВ Асеева",Оценка инвестиционной привлекательности IT-проектов с учетом особенностей современных подходов к архитектуре программных комплексов,2008,Бизнес-информатика,cyberleninka.ru,https://cyberleninka.ru/article/n/5222118,https://scholar.google.com/scholar?cites=10540516902366517868&as_sdt=2005&sciodt=2007&hl=en,303,2021-08-07 17:02:08,HTML,,,,,,,,5,0.38,3,2,13,"Обзор рассматривает существующее отношение бизнеса к оценке инвестиционной привлекательности IT-проектов. Приведены основные положения комплексного метода для такой оценки. Показано, что в данной методике не учитываются архитектурные …"
1,"АИ Якимов, ОМ Демиденко…",Анализ методов построения имитационных моделей корпоративных информационных систем,2016,… системы и технологии,library.oreluniver.ru,http://library.oreluniver.ru/polnotekst/IzvestiyaOrelGTU/ISiT_2016_2.pdf#page=40,https://scholar.google.com/scholar?cites=7368786189735122938&as_sdt=2005&sciodt=2007&hl=en,304,2021-08-07 17:02:08,PDF,,,,,,,,1,0.2,0,3,5,"… реляционные и нереляционные данные), в том числе к данным, хранящимся на мэйнфреймах, данным электронной … 13. Якимов АИ Модернизация программно- технологического комплекса имитации сложных систем BelSim для организации …"
3,"ЕН Горбачевская, СГ Марфин",Мониторинг виртуальной вычислительной системы,2010,Вестник Волжского университета …,cyberleninka.ru,https://cyberleninka.ru/article/n/14004146,https://scholar.google.com/scholar?cites=10958950613860447649&as_sdt=2005&sciodt=2007&hl=en,305,2021-08-07 17:02:08,HTML,,,,,,,,3,0.27,2,2,11,"… Такая модель организации вычислительных систем впервые появилась еще в 70-х годах прошлого века в мэйнфреймах корпорации IBM System 360/370, когда требовалось сохранить предыдущие версии экземпляров операционных систем …"
0,АД Борзова,Место и роль России на мировом рынке информационных технологий,2018,,95.167.109.86,http://95.167.109.86/bitstream/123456789/36124/1/Borzova_Mesto_18.pdf,,306,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,3,"… агрегированную величину, состоящую из ряда слагаемых и включающую в себя: - стоимость лицензии; - затраты на хостинг и/или модернизацию аппаратного обеспечения; - затраты на внедрение; - затраты на обучение; …"
0,АП Афанасьев,ББК← 973.202-04я73 С33,,tstu.ru,,https://www.tstu.ru/book/elib/pdf/2005/pogonin.pdf,,307,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,,"… Действительно, рядовой пользователь работу за терминалом мэйнфрейма воспринимал примерно … была значительно упрощена по сравнению с мэйнфреймами, что нашло … функции мультипрограммных многопользова- тельских ОС мэйнфреймов были усечены …"
0,"НГ Ярушкина, ТВ Афанасьева, ЕР Ахметшина…",ББК 32.81 (2Рос= 4Ул),,venec.ulstu.ru,,http://venec.ulstu.ru/lib/disk/2017/569.pdf,,308,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,4,,"… 1950 1960 1970 1980 1990 2000 2010 2020 Мейнфреймы Клиент-сервер и ПК Web 1.0, электронная коммерция … (развитие инициативы «Оцифровка малых и средних предприятий»). 8. Использование Индустрии 4.0 для модернизации Германии …"
0,ОІ Булдакова,"АВ Ткаченко, провідний бібліотекар",,region.stu.cn.ua,,http://region.stu.cn.ua/Files/downloads/Nauk-prakt%20konf%2001.12.11.doc,,309,2021-08-07 17:02:08,DOC,,,,,,,,0,0,0,1,,"… А могут быть и какие-нибудь технологические нововведения, сориентированные на модернизацию библиотечных технологических процессов, внедрение новых автоматизированных библиотечных технологий … появление больших компьютеров …"
0,ВП БАРАНЧЕЕВ,хайтек-маркетинг,,Книга,xn--b1afpddp.xn--p1ai,http://xn--b1afpddp.xn--p1ai/upload/iblock/857/barancheev_v_p_marketing_innovacii_radikalnye_i_podryvnye_in.pdf,,310,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,,"… Например, была обработка информации на основе мейнфреймов, а стала та же … и технологии, которые от носятся к обычной модернизации продуктов, не … для работы с изделиями у потребителей; • эксплуатационное обслуживание; • модернизация; • утилизация …"
2,А Проскуряков,Компьютерные сети. Основы построения компьютерных сетей и телекоммуникаций,2019,,books.google.com,https://books.google.com/books?hl=en&lr=&id=5ruYDwAAQBAJ&oi=fnd&pg=PA32&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=xTszS6urCp&sig=VUsm1nKev7e84A2hghEQgL5J2BU,https://scholar.google.com/scholar?cites=11707888589292148452&as_sdt=2005&sciodt=2007&hl=en,311,2021-08-07 17:02:08,BOOK,,,,,,,,2,1,2,1,2,"… x наличие БИС привело к созданию мини-ЭВМ, которые стали реаль- ными конкурентами мэйнфреймов; x подразделения … сяток мини-ЭВМ выполняли некоторые задачи (как правило, хорошо рас- параллеливаемые) быстрее одного мэйнфрейма, а стоимость …"
29,"ВН Коваленко, ДА Корягин",Организация ресурсов грид,2004,Препринт ИПМ РАН,keldysh.ru,https://www.keldysh.ru/papers/2004/source/prep2004_63.doc,https://scholar.google.com/scholar?cites=16656860118293128645&as_sdt=2005&sciodt=2007&hl=en,312,2021-08-07 17:02:08,DOC,,,,,,,,29,1.71,15,2,17,"… общих методов (за исключением методов протокола безопасности Grid Security Infrastructure), поэтому их разработка, модернизация во многом … что ее платформа LiveCluster универсальна и может объединять в грид любые ресурсы: от мейнфреймов и кластеров …"
0,Э ТРОТ,СИСТЕМЫ И СПОСОБЫ ДВУХРЕЖИМНОЙ ВИРТУАЛИЗАЦИИ УСТРОЙСТВА РЕАЛЬНЫХ И ИДЕАЛИЗИРОВАННЫХ АППАРАТНЫХ УСТРОЙСТВ,2010,,elibrary.ru,https://elibrary.ru/item.asp?id=37736981,,313,2021-08-07 17:02:08,,,,,,,,,0,0,0,1,11,"… системы, микропроцессорные или программируемые бытовые электронные устройства, сетевые ПК, мини-компьютеры, мэйнфреймы и т.п … является ли он независимым от функциональных возможностей обычного режима, или он является его модернизацией …"
0,"ЮГ Швецов, НВ Сунцова…",Останутся ли коммерческие банки субъектами цифровой экономики?,2019,Вестник Томского …,cyberleninka.ru,https://cyberleninka.ru/article/n/ostanutsya-li-kommercheskie-banki-subektami-tsifrovoy-ekonomiki,,314,2021-08-07 17:02:08,HTML,,,,,,,,0,0,0,3,2,"… Передовые банки все настойчивее и определеннее отдаляются от архитектуры кредитной системы прошлого века, списывая в архив устаревающие мейнфреймы, на которых основаны информационные системы большинства работающих по стандарту …"
17,А Рогова,История развития вычислительной техники,2001,,prorobot.ru,http://www.prorobot.ru/referats/r19/prorobot.ru-19-0403.doc,https://scholar.google.com/scholar?cites=9041450359678311297&as_sdt=2005&sciodt=2007&hl=en,315,2021-08-07 17:02:08,DOC,,,,,,,,17,0.85,17,1,20,"… исчислялись миллиардами долларов и основывались, главным образом, на больших системах (мэйнфреймах) и миникомпьютерах, но … 3. Пользователи получили возможность самостоятельно модернизировать свои компьютеры и оснащать их дополнительными …"
80,МВ Кузнецов,MySQL 5,2010,,books.google.com,https://books.google.com/books?hl=en&lr=&id=Nn4QwHKvTc0C&oi=fnd&pg=PP1&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=602aXhYSSZ&sig=3VquRo1ieysydJLTzwZRB946kkA,https://scholar.google.com/scholar?cites=1317455955274238802&as_sdt=2005&sciodt=2007&hl=en,316,2021-08-07 17:02:08,BOOK,,,,,,,,80,7.27,80,1,11,"Page 1. Максим Кузнецов Игорь Симдянов MyS015 Санкт-Петербург «БХВ-Петербург» 2006 Page 2. УДК 681.306 ББК 32.973.26-018.1 К89 Кузнецов, М. В. к89 МуSOL 5 / М. В. Кузнецов, И. В. Симдянов. — СПб.: БХВ- Петербург, 2006. — 1024 с.: ил …"
0,ЯД Степанова,International Culture & Technology Studies,,cat.ifmo.ru,,http://cat.ifmo.ru/sites/default/files/2021-02/CAT_2020_v5-i4_265_0.pdf,,317,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,,"… Вот так, вручную, создавалась анимация — карандашом и тушью на кальке. Когда стали использовать при создании анимации компьютеры — это были большие машины, они назывались мейнфреймами, иначе — большими ЭВМ, которые в эпоху 60–80-х гг …"
27,"Д Чистов, А Золотарюк, П Мельников, Н Ничепорук",Проектирование информационных систем. Учебник и практикум для академического бакалавриата,2021,,books.google.com,https://books.google.com/books?hl=en&lr=&id=thUkEAAAQBAJ&oi=fnd&pg=PA98&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=vRI_anYepx&sig=239e8byO-h-PClta227aBYdPUK4,https://scholar.google.com/scholar?cites=397686277378174921&as_sdt=2005&sciodt=2007&hl=en,318,2021-08-07 17:02:08,BOOK,,,,,,,,27,27,7,4,1,Page 1. ФИНАНСОВЫЙ УНИВЕРСИТЕТ ПРИ ПРАВИТЕЛЬСТВЕ РОССИЙСКОЙ ФЕДЕРАЦИИ ПРОЕКТИРОВАНИЕ ИНФОРМАЦИОННÛХ СИСТЕМ УЧЕБНИК И ПРАКТИКУМ ДЛЯ АКАДЕМИЧЕСКОГО БАКАЛАВРИАТА …
0,ИА Хахаев,"Вычислительные машины, сети и системы телекоммуникаций в таможенном деле",2015,,books.ifmo.ru,http://books.ifmo.ru/file/pdf/1786.pdf,,319,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,6,"Page 1. МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ РОССИЙСКОЙ ФЕДЕРАЦИИ УНИВЕРСИТЕТ ИТМО И.А. Хахаев ВЫЧИСЛИТЕЛЬНЫЕ МАШИНЫ, СЕТИ И СИСТЕМЫ ТЕЛЕКОММУНИКАЦИЙ В ТАМОЖЕННОМ ДЕЛЕ Учебное пособие Санкт-Петербург 2015 …"
7357,М Кастельс,"Информационная эпоха. Экономика, общество и культура",2019,,books.google.com,https://books.google.com/books?hl=en&lr=&id=-BqQDwAAQBAJ&oi=fnd&pg=PT4&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=pWDXtBc7CX&sig=SwWW0NjWvYxmyI1OXT3TJDCRFt4,https://scholar.google.com/scholar?cites=16856179811265107113&as_sdt=2005&sciodt=2007&hl=en,320,2021-08-07 17:02:08,BOOK,,,,,,,,7357,3678.5,7357,1,2,"Page 1. Page 2. Manuel Castells ТНЕ INFORMATION AGE Есопоту, and Culture Society 1] BLACl<WELL Р 11 /, I , , /, е r , Page 3. ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ВЫСШАЯ ШКОЛА ЭКОНОМИКИ Мануэль Кастельс …"
0,АБ СМИРНОВ,ТЕОРИЯ ЭКОНОМИЧЕСКИХ ИНФОРМАЦИОННЫХ СИСТЕМ,2008,,cis.rosnou.ru,https://cis.rosnou.ru/UniversysDWNL/Library/029C295C-8411-4478-B1FE-7116A9B4B6AC/029C295C-8411-4478-B1FE-7116A9B4B6AC.pdf,,321,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,13,"… решений. Корпоративную сеть обычно создают на перспективу, при этом капитальные затраты на ее разработку и внедрение очень велики и практически исключают ее последующие модернизацию и переделку …"
4,"МФ Мизинцева, ТВ Гербина",Современные подходы к управлению знаниями в финансовой сфере,2007,… Российского университета дружбы …,cyberleninka.ru,https://cyberleninka.ru/article/n/14295307,https://scholar.google.com/scholar?cites=18441167653625441467&as_sdt=2005&sciodt=2007&hl=en,322,2021-08-07 17:02:08,HTML,,,,,,,,4,0.29,2,2,14,"… talDennis, разработанной на базе продуктов Microsoft. Полная картина деловых отношений с клиентом складывается из данных, хранящихся на различных мэйнфреймах. В основе приложения TotalDennis лежит объектно-ориентированная модель [23] …"
56,СВ Березин,Internet у вас дома (2 изд.),2003,,books.google.com,https://books.google.com/books?hl=en&lr=&id=2Hmnl5Y0yBUC&oi=fnd&pg=PA9&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=9Hp6gVgoqN&sig=Nk6edV_9t656OxntZ6hZRavyf_c,https://scholar.google.com/scholar?cites=4680801505675429304&as_sdt=2005&sciodt=2007&hl=en,323,2021-08-07 17:02:08,BOOK,,,,,,,,56,3.11,56,1,18,"… Принимал участие в написа- нши книги ""Желтые страницы Пntепеt98. Компьютеры и коммуникации""— СПб: Питер, 1998. Под его редакцией переведена и выпущена книга А. Пшлгрим. ""Персональный компьютер; модернизация и ремонт""— СПб …"
9,"СН Ларин, НМ Баранова…",Развитие IT-индустрии как определяющая тенденция роста экономики знаний: анализ опыта США и России,2017,… интересы: приоритеты и …,cyberleninka.ru,https://cyberleninka.ru/article/n/17632828,https://scholar.google.com/scholar?cites=4607086017882846857&as_sdt=2005&sciodt=2007&hl=en,324,2021-08-07 17:02:08,HTML,,,,,,,,9,2.25,3,3,4,"… Основные этапы развития 1Т-индустрии представлены тремя платформами5. Первая из них функционировала на базе мейнфреймов и терминалов, которые обеспечивали одновременную работу тысяч приложений и пользователей …"
13,АЮ Родионов,Содержание и генезис электронного бизнеса в рамках понятий информационной экономики,2001,Исследовано в России,cyberleninka.ru,https://cyberleninka.ru/article/n/17756921,https://scholar.google.com/scholar?cites=2942452072338940166&as_sdt=2005&sciodt=2007&hl=en,325,2021-08-07 17:02:08,HTML,,,,,,,,13,0.65,13,1,20,"… мэйнфреймам1 был вызван процесс переноса ERP-, EDMS- и EDI-систем с мэйнфреймов на UNIX, а затем, после широкого распространения платформы Wintel — персональных компьютеров на базе процессоров корпорации Intel, управляемых семейством …"
2,"ОВ Ибушева, ОВ Руженский",Информационные технологии в делопроизводстве: тексты лекций,2010,Нижнекамск: Нижнекамский химико …,nchti.ru,http://www.nchti.ru/phocadownload/nchti_ucheb2/nchti_IT/nchti_ITD.pdf,https://scholar.google.com/scholar?cites=18050302402865097827&as_sdt=2005&sciodt=2007&hl=en,326,2021-08-07 17:02:08,PDF,,,,,,,,2,0.18,1,2,11,Page 1. Федеральное агентство по образованию Государственное образовательное учреждение высшего профессионального образования «Казанский государственный технологический университет» Нижнекамский химико-технологический институт …
42,Ю Чекмарев,Локальные вычислительные сети,2017,,books.google.com,https://books.google.com/books?hl=en&lr=&id=FY4LAgAAQBAJ&oi=fnd&pg=PA6&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=X976_DRgs8&sig=57hfBhUfAUyWN2W0UM3OfW_hPVg,https://scholar.google.com/scholar?cites=12905449711456054127&as_sdt=2005&sciodt=2007&hl=en,327,2021-08-07 17:02:08,BOOK,,,,,,,,42,10.5,42,1,4,"… Основные принципы построения, закладываемые при создании ВС: • возможность работы в разных режимах; • модульность структуры технических и программных средств, что позволяет совершенствовать и модернизировать вычисли- тельные системы без …"
0,ТВ Труфанова,Учебно–методический комплекс дисциплины,2007,,irbis.amursu.ru,https://irbis.amursu.ru/DigitalLibrary/AmurSU_Edition/2558.pdf,,328,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,14,Page 1. Федеральное агентство по образованию АМУРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ГОУВПО «АмГУ» Факультет математики и информатики УТВЕРЖДАЮ Зав. кафедрой МАиМ Т.В. Труфанова «___»_____ 2007г. ИНФОРМАТИКА …
0,КВ Александров,Разработка моделирующей программы для изучения темы «Локальные компьютерные сети»,2018,,elib.sfu-kras.ru,http://elib.sfu-kras.ru/bitstream/handle/2311/77961/vkr_aleksandrov_2.pdf?sequence,,329,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,3,"… исключено и использование методов моделирования, с помощью которых можно оценить эффект от модернизации ЛВС, не изменяя рабочей конфигурации и организации работы системы … то мощный компьютер или «мэйнфрейм», предоставляющий рабочим …"
0,ВС Привалихин,Использование современных графических редакторов для создания и редактирования векторных изображений,2018,,elib.sfu-kras.ru,http://elib.sfu-kras.ru/bitstream/handle/2311/78114/vkr_privalihin.pdf?sequence=1,,330,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,3,"… исключено и использование методов моделирования, с помощью которых можно оценить эффект от модернизации ЛВС, не изменяя рабочей конфигурации и организации работы системы … то мощный компьютер или «мэйнфрейм», предоставляющий рабочим …"
65,ДЛ Осипов,Базы данных и Delphi. Теория и практика,2011,,books.google.com,https://books.google.com/books?hl=en&lr=&id=QjXBwtjDQgEC&oi=fnd&pg=PR3&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=68Vz6hM4jo&sig=WxNd-BrniBz7-JkbYkYAbTV2EwU,https://scholar.google.com/scholar?cites=6124219371064159762&as_sdt=2005&sciodt=2007&hl=en,331,2021-08-07 17:02:08,BOOK,,,,,,,,65,6.5,65,1,10,… 141 Резервное копирование..... 143 Аудит событий безопасности..... 144 Модернизация системного и прикладного ПО …
,,,,,,,,,,,,,,,,,,,,,,,
5,"О Казарин, И Шубинский",Основы информационной безопасности: надежность и безопасность программного обеспечения. Учебное пособие для СПО,2021,,books.google.com,https://books.google.com/books?hl=en&lr=&id=TkckEAAAQBAJ&oi=fnd&pg=PA58&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=IgAMbrVAWA&sig=TvhGOvzEY4kQM7EJzF008dONBbE,https://scholar.google.com/scholar?cites=12947858626456004130&as_sdt=2005&sciodt=2007&hl=en,333,2021-08-07 17:02:08,BOOK,,,,,,,,5,5,3,2,1,"Page 1. О. В. Казарин, И. Б. Шубинский ОСНОВЫ ИНФОРМАЦИОННОЙ БЕЗОПАСНОСТИ НАДЕЖНОСТЬ И БЕЗОПАСНОСТЬ ПРОГРАММНОГО ОБЕСПЕЧЕНИЯ УЧЕБНОЕ ПОСОБИЕ ДЛЯ СПО Рекомендовано Учебно …"
1,"АЮ Ходычкин, ЕИ Зоря, ВП Назаров",Об использовании сервиса ЦОД в информационных системах топливно-энергетического комплекса (часть 2),2014,"… , телемеханизация и связь в …",gubkin.ru,https://www.gubkin.ru/personal_sites/Zorya/files/ATC_2_012014.pdf,https://scholar.google.com/scholar?cites=7440351480640741134&as_sdt=2005&sciodt=2007&hl=en,334,2021-08-07 17:02:08,PDF,,,,,,,,1,0.14,0,3,7,"… чертами современ- ной IT-платформы должны быть в первую очередь адекватная функциональность, позволяющая эффек- тивно справляться с поставленными задачами, и сис- темная открытость как основа для развития системы и ее будущей модернизации …"
0,ЮН Ложкова,"ББК 65.290-2я73 Л71 Рецензенты: НВ Волкова, к. э. н., доцент кафедры ЭП БТИ АлтГТУ; ДА Белоусов, к. э. н., исполнительный директор НП « …",2016,,irbis.bti.secna.ru,http://irbis.bti.secna.ru/doc6/2016-43.pdf,,335,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,5,Page 1. МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ РФ Бийский технологический институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Алтайский государственный технический университет им …
0,АА Федотов,Планирование и оптимизация производства кормов для агропромышленного предприятия: выпускная бакалаврская работа по направлению подготовки …,2021,,vital.lib.tsu.ru,http://vital.lib.tsu.ru/vital/access/services/Download/vital:14616/SOURCE01,,336,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,1,"… д. Более того, если ранее ERP-системы функционировали только на мощных вычисли- тельных центрах класса мейнфреймов, то теперь они успешно функционируют в рамках кли … А в 2020 году компания начала несколько проектов по модернизации существу …"
279,"АВ Росляков, СВ Ваняшин, АЮ Гребешков…",Интернет вещей,2014,"Самара: ПГУТИ, ООО « …",iotas.ru,https://iotas.ru/files/documents/wg/%D1%83%D1%87%D0%B5%D0%B1%D0%BD%D0%B8%D0%BA%20%D0%98%D0%92%20%D0%A0%D0%BE%D1%81%D0%BB%D1%8F%D0%BA%D0%BE%D0%B2.pdf,https://scholar.google.com/scholar?cites=17600618545118039186&as_sdt=2005&sciodt=2007&hl=en,337,2021-08-07 17:02:08,PDF,,,,,,,,279,39.86,70,4,7,Page 1. ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ПОВОЛЖСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ТЕЛЕКОММУНИКАЦИЙ И ИНФОРМАТИКИ А. В …
0,"А Никифоров, Р Царёв, А Прокопенко",Основы распределенной обработки информации,2019,,books.google.com,https://books.google.com/books?hl=en&lr=&id=xGufDwAAQBAJ&oi=fnd&pg=PA125&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=LsTK3pUG_E&sig=QK6W6N8Ff2CvQJFQSH6tm0Aukq4,,338,2021-08-07 17:02:08,BOOK,,,,,,,,0,0,0,3,2,"… или Ross Renaissance. В настоящее время внедрение автоматизированной системы «замо- раживает» ранее внедренные управленческие решения, реализованные часто еще в период мэйнфреймов. Кроме того …"
